"FSC-A","FSC-H","FSC-W","SSC-A","SSC-B-A","SSC-B-H","SSC-B-W","SSC-H","SSC-W","Comp-APC-A :: OVA-Tet","Comp-APC-Fire 750-A :: CD3","Comp-APC-Fire 810-A :: CD4","Comp-Alexa Fluor 488-A :: TCF1","Comp-Alexa Fluor 532-A :: CD8","Comp-Alexa Fluor 700-A :: CD101","Comp-BV421-A :: Tbet","Comp-BV510-A :: CD62L","Comp-BV570-A :: CD44","Comp-BV605-A :: CD45.1","Comp-BV650-A :: CX3CR1","Comp-BV711-A :: CD45.2","Comp-BV785-A :: CD69","Comp-CellTrace Violet-A :: CTV","Comp-PE-A :: Ly108","Comp-PE-Cy7-A :: EOMES","Comp-PE-Dazzle594-A :: PD1","Comp-PerCP-eFluor 710-A :: TIM3","Comp-Zombie NIR-A :: Viability","Time"
233,187,182,78,40,32,182,67,170,268,528,292,454,590,520,308,222,719,402,650,722,634,332,245,393,668,407,229,78
415,360,169,133,70,58,176,121,161,534,421,281,549,511,394,389,294,647,284,317,640,511,289,508,365,297,274,243,81
294,226,191,146,77,54,209,117,182,276,422,336,579,584,502,381,272,742,422,326,674,545,294,463,468,642,452,263,83
247,177,205,214,135,76,261,138,227,275,543,284,530,395,492,290,297,457,299,669,623,297,291,307,397,434,301,293,84
205,148,203,213,115,77,219,156,199,298,500,272,557,447,554,427,263,789,456,295,727,601,295,301,494,643,447,362,84
188,130,211,166,85,53,235,123,198,413,633,374,512,628,563,312,199,757,463,798,733,538,282,376,437,651,502,264,87
368,303,178,153,68,54,186,132,170,291,443,213,527,528,531,349,294,730,340,288,708,618,365,347,449,596,359,202,89
263,198,194,207,137,102,197,169,180,460,610,370,557,655,576,285,235,731,484,578,712,528,288,557,486,695,515,231,96
370,309,175,160,98,77,185,138,170,330,446,238,590,679,556,304,241,744,416,550,685,395,293,568,419,697,359,225,96
433,354,179,123,64,53,178,111,163,636,404,300,516,576,452,365,283,704,365,368,650,237,296,509,345,393,277,262,97
355,274,190,151,98,77,186,127,174,288,420,312,548,532,492,510,269,733,457,266,715,626,273,592,412,624,414,262,99
568,430,193,208,119,87,201,165,184,444,473,233,611,635,508,475,272,666,391,350,732,570,285,149,516,666,466,242,100
514,375,201,165,85,61,203,133,181,347,654,412,579,630,601,312,282,701,420,696,653,369,340,339,376,679,331,249,100
263,181,213,205,139,100,203,163,184,282,449,283,599,561,498,455,264,716,392,495,716,558,385,205,517,687,359,348,100
444,335,194,152,80,61,190,125,178,482,586,287,600,607,577,355,291,708,410,378,659,541,464,620,457,667,384,265,104
319,255,183,174,96,77,182,151,168,342,455,221,572,550,522,365,296,684,348,300,708,600,683,516,413,442,357,209,105
322,230,205,113,66,56,171,100,167,311,388,259,496,607,497,329,276,687,397,484,669,389,273,439,411,679,252,244,108
298,244,179,96,43,37,168,87,162,543,570,317,518,453,556,367,261,583,283,647,675,313,278,513,415,317,365,270,109
553,438,185,194,110,84,192,163,174,280,430,203,613,691,535,449,252,773,435,579,736,439,305,539,472,706,419,207,111
486,391,182,143,79,66,174,126,166,312,414,387,611,481,477,478,278,684,500,298,691,486,280,569,415,462,314,298,114
574,468,180,148,85,72,174,131,165,554,480,229,336,502,467,304,430,713,326,289,660,309,513,525,336,339,269,241,117
371,285,191,206,114,86,195,168,179,312,490,200,645,617,527,503,271,718,324,326,727,644,544,663,450,617,365,246,117
252,175,211,227,128,87,215,175,189,259,610,349,597,684,587,338,179,796,488,806,733,541,261,490,535,728,463,252,118
465,413,165,115,80,64,185,101,166,311,434,229,514,495,550,380,250,762,365,317,710,625,284,517,389,555,527,217,118
234,179,192,77,40,28,208,60,187,326,525,288,470,582,564,311,262,690,472,647,697,556,285,449,442,550,337,235,120
301,228,194,196,104,78,194,161,178,369,452,272,553,590,561,366,296,709,442,312,636,427,295,455,446,696,265,264,121
371,298,182,190,104,76,200,156,179,314,488,213,517,496,574,448,254,663,307,420,753,378,304,202,492,624,384,178,126
277,196,208,186,96,59,240,136,200,343,663,425,558,546,599,357,285,612,316,677,583,454,387,346,462,612,388,236,126
555,447,182,167,93,77,178,147,167,343,416,233,458,565,505,274,306,685,470,331,704,574,318,604,374,607,507,287,127
464,390,174,105,53,44,176,93,165,439,437,209,580,615,586,345,276,640,393,364,700,515,298,626,402,639,262,287,127
550,446,181,141,80,65,180,123,168,549,480,255,510,560,467,429,291,656,382,499,647,269,276,608,415,528,430,308,128
451,397,167,99,56,49,168,89,163,279,392,250,594,513,485,345,291,637,388,327,643,352,303,425,412,574,273,236,131
564,445,185,172,93,73,186,148,170,349,426,224,388,605,491,334,286,727,478,288,660,581,340,723,376,683,420,290,131
554,452,179,126,82,65,184,108,171,293,425,332,347,403,464,299,313,769,485,272,680,675,608,486,305,418,364,337,133
564,415,199,197,105,82,188,164,177,556,648,410,569,610,606,345,266,692,431,564,720,437,298,522,533,639,452,286,134
288,206,205,162,79,63,183,140,170,370,436,225,580,508,555,351,273,657,320,447,699,367,313,442,478,610,324,206,137
468,403,170,127,77,60,189,109,171,374,459,239,603,503,523,414,296,661,358,355,691,483,420,305,485,639,289,224,138
272,214,186,147,84,61,201,119,180,338,487,323,554,429,544,318,249,729,438,402,722,638,298,573,461,541,333,275,141
380,309,180,147,87,72,178,131,164,300,435,243,586,545,494,450,276,605,386,287,700,345,276,470,395,625,459,191,142
601,463,190,144,81,58,204,118,179,600,460,259,370,643,514,428,294,754,464,259,677,522,315,638,415,710,534,263,147
624,509,180,180,97,74,193,148,178,269,417,230,660,427,533,354,294,636,363,308,721,558,332,461,445,634,296,196,148
308,213,211,213,111,74,221,154,202,327,654,419,590,641,615,341,247,744,399,644,718,591,294,453,552,608,463,177,150
283,225,185,205,113,86,192,171,176,360,532,243,552,660,574,333,245,757,399,344,710,458,287,602,473,705,499,236,152
465,402,169,115,74,60,179,102,166,299,420,258,517,522,502,410,274,777,491,246,692,640,318,389,426,623,486,267,155
273,194,205,138,73,43,247,94,214,441,604,401,534,673,511,361,269,691,425,594,601,325,298,397,456,662,394,241,160
525,415,185,140,74,59,185,119,172,394,400,241,638,605,528,304,313,708,394,428,668,561,548,604,421,654,330,215,163
397,340,171,104,56,45,180,90,169,345,452,275,556,622,484,342,266,692,362,440,665,483,292,462,447,646,395,236,163
446,370,176,134,72,61,173,120,163,359,403,261,521,539,461,551,266,671,472,309,662,588,323,534,424,450,383,290,166
375,304,181,173,98,78,184,146,174,379,416,325,534,650,504,445,277,713,493,318,700,442,274,568,384,689,468,269,167
424,346,180,137,79,60,195,112,180,413,441,233,562,497,529,416,291,635,329,315,668,447,420,498,464,621,304,200,168
298,206,211,132,71,44,234,95,205,325,493,224,634,632,575,516,250,812,470,286,765,582,317,572,528,726,422,234,171
276,197,205,171,91,68,195,140,179,341,429,240,555,491,532,370,298,631,310,290,695,563,466,471,455,553,295,178,172
294,219,197,193,103,79,191,160,177,266,540,249,562,535,554,365,279,663,396,621,682,444,276,327,468,697,431,241,173
497,407,179,184,119,86,203,147,183,434,480,287,543,549,523,367,267,720,507,260,713,633,298,579,420,627,438,268,173
399,332,176,131,57,46,181,114,169,294,442,222,666,473,535,407,265,645,372,332,719,444,426,433,449,597,274,210,174
319,273,171,130,79,66,175,113,167,346,421,223,574,591,456,345,287,686,389,390,682,424,318,306,472,630,313,236,176
447,360,182,156,92,65,206,121,188,270,425,246,545,528,511,350,283,712,446,506,692,353,275,379,420,690,358,216,178
300,245,180,145,80,62,187,125,170,260,611,410,498,541,610,402,247,696,391,640,730,531,287,285,452,617,478,263,185
331,259,187,131,65,51,187,113,169,278,604,306,514,418,561,330,267,691,350,534,700,541,285,384,451,605,370,193,185
354,247,210,195,96,66,213,152,187,486,505,328,628,634,543,426,269,731,512,488,699,323,284,599,568,675,424,300,185
293,247,173,135,69,54,187,115,172,278,412,247,549,376,480,343,299,654,313,375,645,331,291,224,412,603,252,237,186
343,225,223,101,47,28,249,69,213,301,635,426,550,388,597,351,267,503,303,679,583,375,369,370,458,528,346,283,189
376,298,185,166,98,74,194,135,181,330,428,262,613,625,521,565,272,732,358,291,738,282,285,390,505,656,424,228,189
500,417,176,162,91,70,192,137,173,273,424,214,575,531,514,342,287,648,358,476,721,267,277,381,486,623,357,182,193
314,262,175,130,62,48,189,111,170,340,428,246,583,587,520,469,273,692,300,314,723,419,304,215,446,549,420,244,193
563,438,188,152,93,71,191,127,175,484,432,223,391,640,504,257,265,739,433,382,703,456,316,387,357,613,476,256,194
366,272,197,146,85,67,184,121,177,278,409,252,483,537,559,345,272,682,307,417,731,558,289,447,422,568,402,182,196
366,288,187,137,67,52,189,114,175,282,638,409,522,517,594,348,251,701,420,593,687,462,308,539,443,604,427,209,204
296,267,163,88,51,43,173,79,163,271,398,228,514,474,476,339,288,616,325,536,654,330,271,379,401,557,284,221,207
325,280,170,152,83,68,179,134,166,289,547,223,573,684,576,432,223,720,506,520,737,566,287,635,534,727,438,183,209
328,238,202,172,79,61,191,145,174,361,636,415,545,645,607,358,247,727,370,610,665,411,290,472,496,707,472,251,215
367,276,195,195,98,76,190,159,179,286,440,219,646,581,564,395,312,611,350,363,692,472,400,405,479,568,311,202,216
399,333,175,117,69,55,183,103,166,309,405,253,543,502,474,465,293,699,383,283,685,445,285,514,368,552,424,275,216
394,269,214,132,67,42,235,95,202,423,629,428,595,629,589,347,253,699,401,615,725,620,309,500,524,655,435,422,217
538,444,177,152,77,62,182,131,169,359,411,266,529,547,473,322,323,568,370,462,684,330,277,427,376,551,343,286,219
319,274,170,159,77,65,174,142,164,275,593,375,521,393,637,336,281,492,318,563,609,379,303,228,404,540,399,333,219
335,267,184,110,50,40,182,97,165,311,497,301,534,474,528,334,254,692,337,358,692,508,282,514,499,459,435,241,224
453,387,172,107,63,51,181,93,169,405,409,289,572,568,505,370,272,698,486,306,658,452,291,304,441,660,278,219,225
324,262,181,152,80,61,192,130,171,294,458,262,521,437,556,391,242,671,338,360,749,629,285,557,464,556,396,177,229
314,254,181,125,62,51,180,109,168,421,546,168,535,452,533,407,244,695,322,315,725,674,297,548,378,570,375,206,232
474,373,186,188,92,68,198,157,176,535,468,282,596,654,521,389,283,707,438,385,684,273,299,484,455,666,403,237,233
356,245,212,119,60,40,217,91,190,290,588,359,503,533,548,289,237,625,355,786,697,385,286,242,457,542,293,348,234
285,230,181,106,53,41,188,88,175,325,445,210,477,463,524,347,268,659,336,310,700,383,285,372,478,544,381,182,239
464,369,184,211,113,87,191,177,175,292,597,365,594,463,590,313,330,581,352,481,731,556,688,507,508,597,408,215,239
536,418,188,187,120,99,178,159,172,323,422,306,364,545,523,314,305,735,422,319,694,620,274,603,331,393,435,253,239
262,195,197,158,88,65,196,131,176,421,528,250,513,462,543,431,234,693,310,334,760,595,310,395,492,479,362,455,241
567,489,170,111,64,51,186,96,170,566,414,262,531,575,480,339,295,613,413,343,644,459,289,585,386,544,413,266,241
419,361,170,150,78,62,185,130,168,357,413,220,590,604,482,461,280,747,352,322,663,446,333,372,440,688,323,236,242
516,438,173,134,77,61,185,116,169,346,402,242,459,534,493,372,317,773,458,273,662,535,280,474,385,285,450,260,243
381,289,193,184,101,73,203,147,183,567,565,232,679,490,448,455,280,667,323,291,677,188,284,642,443,608,348,227,248
565,465,178,161,89,70,187,136,174,309,417,275,464,597,517,303,305,724,422,412,699,549,280,641,362,603,427,263,249
369,315,172,121,70,60,172,109,162,479,498,265,558,472,486,486,288,651,314,298,665,270,302,455,433,386,317,237,251
482,417,169,132,69,60,168,120,161,353,418,240,652,602,515,375,297,685,352,266,651,480,292,603,437,636,224,239,252
296,235,185,138,71,50,207,110,184,390,548,288,532,569,556,291,268,661,368,532,738,552,279,303,472,628,402,328,255
501,391,188,171,85,64,196,142,176,585,470,251,597,622,528,470,248,715,513,270,705,525,301,469,530,729,523,261,258
595,417,209,142,71,47,221,109,190,494,567,287,360,389,486,285,567,701,349,268,690,649,793,491,406,341,317,230,259
397,349,166,130,78,54,211,100,190,308,441,306,546,506,601,353,277,585,429,479,718,418,274,327,402,613,366,200,260
373,317,173,131,71,62,168,119,161,282,423,252,549,495,541,315,294,581,307,394,688,451,405,481,410,626,287,207,260
524,453,170,143,84,70,177,126,166,379,436,316,517,497,480,360,310,774,503,269,675,653,310,434,365,563,411,339,262
308,245,184,142,68,57,173,126,165,295,415,247,532,562,492,330,277,716,372,420,685,449,294,390,401,616,396,200,263
288,183,230,181,107,77,204,147,181,351,583,307,564,677,565,369,276,785,458,434,715,598,306,512,504,661,451,233,264
333,260,188,153,79,55,212,120,186,289,601,395,570,423,600,386,283,591,337,449,711,426,298,250,538,562,415,241,271
384,306,184,146,80,58,203,116,184,345,408,290,569,589,454,366,283,718,443,436,647,363,285,331,417,686,326,326,273
322,280,168,71,37,30,180,61,171,282,520,296,500,558,543,341,267,674,350,473,688,363,284,473,454,594,421,265,278
334,267,183,150,65,51,186,127,173,290,479,191,595,537,558,443,232,712,330,466,751,590,278,428,582,589,463,202,282
317,254,183,179,87,74,172,161,163,277,476,254,589,487,569,379,296,633,392,495,724,414,293,287,516,579,395,175,285
546,464,172,139,79,62,187,119,172,634,403,277,390,585,502,309,310,674,358,550,642,259,288,568,357,651,377,249,286
248,194,188,129,76,57,194,103,183,407,427,256,584,616,517,341,284,686,373,600,634,412,319,399,457,666,231,246,290
533,435,180,158,83,71,172,142,164,304,444,315,334,496,489,304,300,730,441,272,671,587,387,496,393,569,471,260,291
268,229,171,136,81,67,179,118,168,288,518,273,555,422,579,440,249,667,440,419,759,467,271,486,564,534,468,195,296
307,261,173,88,50,43,173,77,166,280,494,208,526,381,576,345,222,632,330,474,756,536,283,301,565,532,378,211,299
370,292,186,141,70,50,203,114,181,401,457,242,517,482,486,499,263,768,475,264,697,627,285,538,417,622,365,255,302
531,437,178,124,71,55,187,105,172,295,412,228,358,561,479,315,322,728,346,327,675,576,286,398,331,317,255,233,306
612,469,191,158,105,80,192,130,178,455,444,284,359,674,534,295,256,743,532,302,694,500,314,628,389,675,543,227,306
260,150,254,193,106,68,227,142,199,300,425,234,529,615,568,372,306,719,418,371,630,503,310,465,429,686,243,496,307
388,287,198,158,92,72,187,131,176,277,416,237,523,520,573,324,277,635,346,367,706,415,284,430,389,557,391,240,317
575,472,178,183,104,88,174,162,165,521,483,267,384,556,544,305,260,704,493,368,696,686,272,632,401,617,482,244,319
354,276,188,136,67,48,203,107,185,448,406,256,541,633,595,392,277,726,452,424,611,336,316,446,449,658,249,269,319
321,257,183,153,86,66,191,125,179,366,433,271,591,582,548,495,284,723,361,324,727,647,268,557,470,575,397,187,319
365,290,184,139,70,57,179,123,166,508,554,237,565,523,550,354,265,718,408,349,715,632,300,529,426,586,435,228,322
585,481,178,125,74,59,185,107,171,331,423,233,403,568,474,285,300,713,416,466,672,524,313,432,288,581,291,270,324
282,223,185,141,71,56,185,122,169,451,402,235,634,514,471,508,277,680,334,337,670,515,304,491,410,320,297,255,326
339,295,168,134,75,60,183,113,174,280,450,220,547,569,544,325,251,661,387,486,718,470,285,551,470,664,282,182,327
479,379,185,156,88,69,187,129,177,360,442,239,627,544,546,426,291,623,315,318,719,524,385,528,501,576,284,220,328
691,537,189,141,81,58,207,112,184,328,403,282,382,604,520,367,275,799,494,219,696,568,303,573,392,670,555,311,329
420,322,191,151,76,61,185,130,169,454,462,251,505,553,486,506,282,683,349,316,687,444,302,608,398,587,338,248,330
236,184,188,139,68,52,192,118,172,320,403,242,488,597,474,329,274,695,311,497,678,494,290,449,390,383,316,234,336
476,377,185,114,56,44,186,99,169,603,408,259,374,597,422,305,304,658,316,271,625,287,287,513,339,497,401,281,336
563,441,187,156,78,59,193,131,175,599,521,378,403,575,483,349,321,704,513,271,669,524,286,696,351,599,459,259,343
518,444,171,144,79,65,176,127,166,340,404,240,562,605,548,338,286,664,413,274,696,474,280,283,388,668,317,211,346
222,183,178,92,53,42,185,80,168,340,597,357,590,604,572,306,253,695,371,698,688,598,469,592,429,649,312,245,350
650,467,204,187,124,97,187,152,180,407,438,241,446,679,539,332,301,776,522,329,697,557,342,722,404,712,502,236,351
289,199,212,173,82,56,213,135,187,294,435,239,537,450,563,424,297,496,298,339,699,405,396,195,533,560,317,205,354
319,275,170,134,75,57,193,111,176,272,401,256,527,508,503,318,273,583,342,398,705,440,285,443,453,632,339,234,357
434,379,168,119,65,51,189,100,175,291,399,260,589,588,547,416,292,614,337,419,643,485,290,468,472,574,268,231,359
514,418,180,109,60,45,196,88,181,466,411,270,618,598,509,376,285,704,443,486,628,377,312,439,461,669,330,287,362
361,281,188,123,64,55,172,110,164,472,492,223,592,505,503,475,285,642,306,352,690,508,281,505,442,463,325,234,370
555,409,198,182,92,64,209,143,186,306,424,227,669,610,543,352,331,664,290,307,685,492,489,562,449,689,294,205,376
593,477,182,180,94,66,209,141,187,483,437,223,388,610,539,338,285,768,453,231,648,477,329,643,413,653,489,253,381
346,267,190,133,75,59,187,111,175,295,442,233,513,549,580,442,271,696,359,330,714,431,307,529,460,590,372,178,381
304,235,189,141,69,50,203,116,179,521,577,290,522,682,595,357,234,768,485,673,715,568,284,538,463,719,451,446,384
289,250,169,96,55,40,202,79,178,281,430,274,519,391,480,344,279,605,369,422,695,336,269,412,475,549,370,234,388
388,316,180,199,115,88,192,164,177,645,571,262,614,654,571,593,254,819,457,318,722,431,276,558,519,698,549,239,391
375,291,189,140,70,51,202,113,181,364,472,296,586,533,506,432,282,717,408,365,685,528,289,593,447,484,334,254,391
524,427,180,155,99,80,183,129,176,294,410,231,414,615,492,292,344,723,442,287,667,492,302,629,335,620,529,219,392
279,219,186,190,95,69,203,153,182,306,497,191,601,567,603,521,262,736,364,450,758,591,481,570,516,718,370,228,394
554,446,182,118,65,52,184,99,173,466,530,178,388,438,537,310,343,708,397,261,707,599,692,647,338,600,485,205,394
477,429,163,73,47,40,172,65,163,528,480,277,698,446,409,332,281,605,307,300,618,230,292,602,402,499,265,260,396
223,173,188,151,85,65,191,125,176,304,448,234,515,627,581,299,267,706,375,462,720,510,295,387,482,608,348,175,398
428,358,175,119,73,59,181,100,174,287,394,265,561,377,481,420,297,616,327,390,636,349,287,336,509,482,320,259,399
281,231,178,103,49,39,188,88,170,483,528,340,617,487,498,337,270,591,370,395,647,376,281,608,373,483,325,258,400
249,191,191,100,54,43,185,86,171,273,561,348,463,488,509,308,271,637,336,483,671,521,278,429,434,546,428,230,402
661,522,186,162,96,73,194,133,178,522,427,275,461,685,518,356,315,801,520,488,672,489,334,583,371,667,520,237,402
471,322,214,184,91,59,225,141,192,297,621,422,619,588,595,292,228,658,386,796,731,588,606,635,487,627,368,263,404
542,455,174,120,59,48,179,103,169,624,527,250,504,548,541,319,303,641,349,388,642,352,302,600,403,645,419,229,404
575,449,188,155,76,60,186,133,171,432,460,205,590,537,510,360,300,685,369,361,704,467,318,190,451,628,336,213,413
347,281,181,140,78,60,188,120,171,275,447,308,529,499,553,461,264,703,423,506,739,478,271,482,495,668,354,377,414
470,409,168,86,45,35,186,74,169,456,458,252,434,417,439,294,280,676,304,354,657,416,290,498,330,410,359,264,416
538,424,186,134,76,59,190,109,179,613,434,258,579,495,462,422,298,678,334,315,596,248,287,639,414,562,344,250,418
287,244,172,152,73,61,176,137,163,306,485,330,494,565,503,317,265,739,405,317,647,547,300,672,435,664,425,305,419
562,479,172,181,106,63,249,134,198,406,436,310,590,663,543,354,273,669,501,346,686,400,302,519,421,721,334,263,419
482,395,179,147,71,56,186,124,173,497,444,270,594,539,525,343,270,683,461,379,694,442,295,367,428,685,326,232,419
266,208,187,87,36,26,206,70,181,344,531,414,456,471,536,343,274,662,388,610,647,542,287,401,457,584,328,388,421
334,234,209,141,68,52,195,119,174,419,439,256,574,501,534,436,298,626,324,393,679,274,272,559,413,451,332,234,424
276,187,215,143,92,59,226,108,194,275,623,418,505,511,534,359,277,563,335,529,568,368,303,239,460,553,293,225,426
491,401,179,115,66,54,178,102,165,650,433,267,346,558,483,277,315,659,320,517,634,278,303,502,325,439,302,237,428
362,291,182,163,99,82,177,142,168,304,591,373,546,504,556,296,263,702,443,378,680,386,323,427,441,655,361,212,434
435,362,176,143,80,65,181,124,168,335,416,263,359,612,478,276,283,667,403,276,668,615,290,518,308,666,508,288,436
289,228,185,111,67,49,200,94,174,393,462,345,492,532,530,348,276,700,437,322,729,580,263,432,419,621,382,313,437
663,539,180,119,64,50,190,101,173,491,429,225,636,601,556,319,298,661,396,344,653,403,352,304,435,662,272,228,441
460,388,174,139,64,51,183,120,170,269,412,262,585,558,526,475,267,711,395,330,701,515,300,276,455,642,368,209,442
394,311,186,132,71,53,198,107,180,359,584,272,566,641,548,303,256,732,399,609,718,509,277,327,460,636,426,227,447
409,323,185,111,53,39,199,88,183,295,408,226,479,474,498,438,274,692,280,299,705,602,277,350,387,305,433,273,448
394,307,188,186,90,69,191,156,174,331,519,221,656,554,559,529,272,629,360,335,754,557,259,520,611,635,389,312,450
482,363,194,165,99,71,203,133,181,374,433,224,539,650,558,437,286,706,341,291,703,597,291,497,423,605,347,207,450
366,290,185,171,92,61,219,133,187,356,420,291,571,602,498,348,300,679,346,472,656,399,320,285,423,655,300,256,453
474,377,184,152,90,61,216,120,186,487,421,271,578,616,561,363,313,661,339,568,656,461,382,488,456,576,317,286,453
463,387,176,110,59,50,175,96,168,274,438,253,641,575,537,375,276,640,316,506,648,413,284,610,494,559,322,243,456
386,291,194,223,123,90,200,181,180,513,568,329,615,659,566,356,251,756,461,583,709,572,299,524,506,719,484,241,460
335,265,185,134,70,53,196,115,171,393,435,263,516,512,498,429,276,700,444,394,681,308,281,562,375,599,396,250,463
532,455,171,126,81,60,199,104,176,288,396,244,338,557,497,308,295,758,433,345,668,458,296,570,361,413,389,251,468
470,409,168,105,70,57,179,94,165,356,393,254,549,606,557,328,296,691,361,397,646,420,298,115,385,615,334,260,473
377,300,184,149,65,47,201,124,176,303,503,272,517,614,506,331,279,718,404,558,673,482,344,326,466,699,346,306,473
270,199,199,167,79,62,187,142,172,293,605,311,554,598,567,309,280,693,422,650,729,531,309,391,491,698,367,199,473
416,328,186,165,96,76,187,139,173,293,415,260,576,553,512,395,336,657,363,340,692,669,714,492,484,582,330,214,473
433,365,174,142,82,62,193,117,177,276,417,265,532,538,478,421,286,740,436,289,684,506,282,507,459,659,498,233,476
508,435,171,124,69,59,173,111,163,276,404,337,510,554,481,324,282,725,438,316,691,508,286,499,355,572,447,248,479
458,414,162,91,58,49,170,83,160,557,405,275,442,567,452,312,292,705,323,260,610,511,295,484,329,428,302,273,479
367,255,211,199,114,79,211,157,186,607,483,219,565,700,568,471,249,768,448,549,746,306,288,431,453,728,545,180,480
367,281,192,176,88,69,187,148,174,487,455,217,505,624,585,403,269,664,347,462,730,204,272,485,431,685,408,195,480
552,437,185,204,111,81,199,163,182,375,453,274,662,643,554,530,288,752,492,262,716,540,283,676,530,694,458,220,482
325,251,190,149,77,57,198,123,177,495,529,189,613,523,563,428,268,698,382,301,742,620,697,589,475,599,361,196,482
250,169,217,176,95,71,196,146,176,297,625,421,567,659,624,409,239,697,485,539,660,429,286,649,572,699,375,277,485
221,162,200,117,54,42,188,100,171,299,487,275,517,633,493,353,275,697,389,314,637,402,284,575,458,608,374,418,488
578,459,184,157,92,66,204,125,183,440,470,260,531,456,513,409,308,695,361,294,711,463,626,243,470,302,411,212,489
574,442,190,203,95,72,194,168,177,294,451,288,484,634,480,298,281,756,482,505,709,565,297,530,407,646,565,292,489
212,170,183,187,106,74,208,153,179,403,471,319,548,616,535,366,251,733,361,294,720,645,346,523,447,707,415,232,489
354,241,215,184,95,73,191,152,177,309,429,252,552,547,514,358,293,594,383,338,707,328,306,383,478,628,440,220,490
285,258,162,98,56,49,168,90,160,424,626,392,493,567,578,286,253,627,340,418,684,353,279,485,407,584,398,229,492
361,305,173,166,105,78,197,135,180,290,481,226,506,572,556,299,231,675,421,285,742,431,301,555,463,646,492,209,492
